"","Progress","Age","Gender","Ethnicity","Education","Marital","Employment","Purpose","FreqUse","Nationality","ucla_1","ucla_2","ucla_3","ucla_4","ucla_5","ucla_6","ucla_7","ucla_8","ucla_9","ucla_10","ucla_11","ucla_12","ucla_13","ucla_14","ucla_15","ucla_16","ucla_17","ucla_18","ucla_19","ucla_20","OCI_1","OCI_2","OCI_3","OCI_4","OCI_5","OCI_6","OCI_7","OCI_8","OCI_9","OCI_10","OCI_11","OCI_12","OCI_13","OCI_14","OCI_15","OCI_16","OCI_17","OCI_18","OCI_19","OCI_20","OCI_21","OCI_22","OCI_23","OCI_24","OCI_25","OCI_26","OCI_27","OCI_28","OCI_29","OCI_30","OCI_31","OCI_32","OCI_33","OCI_34","OCI_35","OCI_36","OCI_socsup","OCI_dep","OCI_imp","OCI_att","Ucla_score","OCI_score","Purpose_G"
"87",100,23,2,1,4,2,6,"1,3,4,6,7,8,9",5,1,2,2,2,2,3,2,3,1,2,2,3,3,2,3,1,3,2,1,1,2,6,3,5,5,2,6,4,7,2,7,3,6,6,6,5,6,2,5,5,1,3,5,3,7,5,1,6,7,2,7,2,5,4,7,7,6,61,30,46,32,42,169,7
"88",100,22,2,1,4,2,3,"1,3,4,5,8,9",5,1,1,3,2,3,3,1,1,1,2,1,1,3,2,1,2,1,1,1,1,1,5,1,1,1,1,2,5,5,2,3,1,7,5,3,1,2,1,4,1,1,1,2,5,5,1,1,6,2,1,1,1,1,1,6,5,5,37,19,27,13,32,96,7
"89",100,28,2,6,4,2,6,"1,4,5,7,8,9",5,1,3,1,1,3,1,2,3,3,2,1,3,2,3,2,1,1,2,4,1,1,2,1,2,1,5,2,2,6,1,4,1,5,5,4,1,1,1,4,1,2,1,5,2,7,1,1,2,5,1,3,2,2,2,3,2,2,33,18,24,17,40,92,7
"90",100,22,2,1,4,2,6,"1,2,3,4,5,6,7,8,9",5,1,2,2,1,4,4,3,1,1,1,1,1,3,3,2,3,2,2,2,4,4,1,2,1,2,3,4,4,6,6,6,4,1,7,3,4,3,6,5,3,3,3,4,4,3,6,6,7,6,3,2,7,7,4,3,2,5,56,21,37,32,46,146,7
"91",100,36,2,1,6,2,2,"1,2,4,5,7,8,9",2,1,1,4,3,3,4,3,4,4,1,1,4,4,4,3,2,2,1,4,2,2,6,7,5,6,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,4,4,4,3,3,3,3,2,3,4,60,30,44,27,56,161,7
"92",100,24,2,1,5,2,6,"1,4,5,7,8,9",5,1,3,1,1,3,1,1,3,2,3,1,1,2,3,1,1,1,1,2,2,1,5,1,2,1,1,6,4,5,1,7,4,5,4,5,1,4,3,1,1,1,1,1,5,5,1,1,5,5,5,5,4,1,2,6,5,6,43,18,35,24,34,120,7
"93",100,22,1,5,4,2,6,"1,2,3,4,5,6,7,8,9",6,1,2,1,1,4,1,1,1,1,3,1,1,2,1,1,3,1,1,3,1,1,3,1,1,1,1,1,4,4,1,1,1,6,7,2,1,1,2,4,1,5,1,2,6,7,2,4,7,1,4,2,2,3,1,1,1,1,35,19,16,23,31,93,7
"94",100,28,1,1,4,2,4,"2,4,5,6,7,9",4,1,2,2,2,4,1,2,1,2,2,1,1,2,2,1,3,2,2,2,2,1,3,1,3,1,1,2,2,4,3,3,3,6,3,2,2,3,2,3,4,3,3,3,5,5,3,3,4,4,3,4,4,4,4,3,4,3,39,21,27,26,37,113,7
"95",100,23,3,6,4,1,1,"1,2,4,6",6,1,4,1,1,4,1,1,1,1,4,1,4,2,3,3,1,3,3,1,1,1,6,2,2,1,1,2,1,6,7,6,1,4,4,4,4,4,4,5,5,4,3,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,53,23,32,28,41,136,7
"96",100,28,1,1,5,2,1,"1,2,3,4,5,7,9",6,1,2,1,1,4,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,4,2,2,2,2,3,6,2,2,5,5,3,5,3,5,3,5,5,4,30,19,26,28,28,103,7
"97",100,48,1,1,5,3,4,"1,2,4,5,7,8,9",4,1,1,1,1,4,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,5,4,1,1,1,1,7,1,1,1,1,1,5,1,1,1,1,7,7,1,7,1,1,1,1,1,1,1,1,1,34,18,10,13,28,75,7
"98",100,61,1,1,4,1,7,"7",2,1,1,1,1,4,1,3,1,3,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,1,6,2,1,1,1,18,6,16,20,32,60,2
"99",100,45,2,1,3,1,3,"1,4,5,6,7,9",3,1,2,1,3,1,3,3,1,1,4,4,1,1,1,1,4,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,6,16,7,38,44,7
"100",100,23,1,2,4,2,3,"1,2,3,4,5,6,9",4,1,3,2,3,1,2,4,2,1,3,2,3,3,3,3,1,2,2,3,1,1,3,5,1,5,1,6,2,1,5,2,3,1,6,5,1,3,4,6,4,7,1,1,5,5,5,1,3,1,5,1,4,1,1,1,3,3,47,24,22,19,45,112,7
"101",100,24,2,1,4,2,1,"1,5,9",4,1,1,3,2,1,3,3,4,2,3,2,2,3,2,3,2,4,2,3,2,2,3,1,1,1,2,1,3,1,2,5,2,6,4,1,1,1,1,4,1,5,1,4,1,6,3,2,7,5,5,6,6,4,5,3,5,5,30,20,27,37,49,114,7
"102",100,22,1,1,4,2,6,"6",6,1,3,1,1,4,1,3,3,2,2,1,3,3,2,2,3,1,1,1,1,1,6,1,2,5,5,2,6,7,5,7,7,7,7,2,6,5,5,4,1,5,5,2,5,7,3,3,5,6,5,5,5,5,5,5,5,6,55,23,58,36,39,172,2
"103",100,50,2,1,4,4,5,"1",3,1,1,3,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,6,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,18,6,12,13,29,49,1
"104",100,28,1,1,4,1,1,"1,2,3,4,5,6,7,8,9",6,1,1,1,2,4,3,1,1,2,2,1,3,3,1,2,1,1,1,2,1,1,4,1,2,2,1,1,5,4,2,4,1,2,3,1,2,1,3,4,1,1,1,6,5,7,1,2,6,1,1,1,5,2,1,4,3,5,35,23,25,13,34,96,7
"105",100,33,2,1,5,1,1,"1,2,4,5,6,7,8,9",4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,6,1,1,1,1,5,1,1,1,1,1,4,1,1,6,2,4,5,5,2,5,7,2,2,27,10,21,25,23,83,7
"106",100,35,1,1,4,1,1,"1,2,4,5,6,7,8,9",4,1,3,1,1,2,2,3,2,2,1,1,1,3,3,2,1,1,2,2,1,1,6,2,2,1,1,1,3,1,1,6,2,2,1,5,1,2,1,1,1,2,1,1,2,3,1,2,5,2,6,1,1,1,3,2,2,2,27,11,19,20,35,77,7
"107",100,28,2,1,4,2,4,"2",4,1,3,4,3,3,1,4,3,4,2,3,3,3,4,4,2,4,4,4,3,3,5,1,3,6,6,5,2,5,6,1,5,6,4,6,1,5,1,5,1,5,1,1,5,2,2,1,6,7,5,7,2,6,5,1,1,1,50,12,29,41,64,132,1
"108",100,30,2,2,5,1,1,"1,2,4,5,7,8,9",5,1,3,2,1,3,4,3,2,2,2,2,1,3,3,3,2,3,1,2,2,2,3,1,1,1,2,4,1,1,1,5,1,4,2,1,1,1,1,1,1,4,1,1,1,5,3,1,5,5,5,6,2,5,5,6,6,6,20,17,28,35,46,100,7
"109",100,44,1,1,4,1,4,"1,2,4,5,6,7,8,9",3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,7,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,3,3,3,15,9,24,9,23,57,7
"110",100,26,3,1,4,2,4,"1,2,3,7,9",2,1,3,2,2,1,3,3,3,3,1,2,3,3,4,3,1,4,2,3,2,1,2,1,3,1,4,1,2,5,3,6,2,6,4,2,1,2,5,5,2,1,2,2,2,5,2,1,5,6,6,5,3,5,4,3,2,5,35,14,35,32,49,116,7
"111",100,46,2,1,4,3,4,"2,4,5,7",4,1,2,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,19,6,12,7,26,44,7
"112",100,27,2,1,5,2,2,"5,7,8,9",4,1,1,1,1,3,1,2,3,3,1,2,1,2,2,2,1,1,1,1,2,2,5,3,1,3,2,2,3,3,3,5,4,3,6,7,5,3,6,4,4,2,2,1,2,2,2,2,3,3,3,5,4,5,5,6,6,4,47,16,40,26,33,129,6
"113",100,23,2,1,8,2,6,"1,2,4,5,7,9",3,1,1,3,2,3,3,1,2,1,1,2,2,2,3,1,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1,5,2,6,4,1,1,1,5,4,1,1,1,2,6,6,5,1,5,5,2,5,2,4,5,5,5,5,21,25,32,27,40,105,7
"114",100,44,2,1,4,1,8,"1,2,4,5,7,8,9",5,1,1,1,1,2,1,2,1,1,2,1,1,2,3,2,2,3,1,1,1,1,5,2,2,2,2,2,3,2,2,3,1,2,6,4,1,2,1,3,1,5,1,1,5,5,4,3,2,3,5,5,5,5,5,3,2,1,40,19,17,30,30,106,7
"115",100,28,1,1,2,2,1,"4,6",3,1,3,1,3,2,2,2,2,2,2,1,2,1,4,2,1,4,2,2,2,2,5,5,3,1,4,6,5,7,5,2,1,6,6,6,1,6,2,6,2,2,1,6,1,1,1,5,5,1,2,1,2,2,2,1,2,1,64,16,20,15,42,115,6
"116",100,21,2,1,3,2,6,"1,2,4,5,6,7,8,9",5,1,2,1,1,3,1,2,2,2,2,1,1,2,2,2,3,2,1,2,1,1,5,3,3,5,3,3,5,5,5,6,5,5,5,5,3,5,2,5,3,5,3,5,5,5,5,6,6,5,5,6,6,6,6,5,3,5,61,26,42,39,34,168,7
"117",100,35,1,5,4,1,1,"1,2,5,6,7",5,1,1,1,1,1,4,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,7,1,1,1,4,3,4,6,1,1,1,1,4,1,1,1,1,4,7,2,1,7,7,6,1,6,6,4,4,7,7,38,22,27,32,28,119,4
"118",100,18,1,5,3,2,6,"1,4,7,9",3,1,4,1,2,2,1,4,2,4,4,1,1,4,1,4,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,5,1,2,4,1,1,1,1,1,1,3,1,1,3,5,1,1,6,5,1,1,1,1,1,5,3,5,17,14,23,18,44,72,7
"119",100,21,1,2,4,2,1,"4,6,7,8",4,1,2,1,1,3,1,2,1,3,3,1,2,3,1,1,1,1,1,1,1,1,5,1,6,2,1,5,5,7,4,2,1,7,3,6,2,4,3,1,4,5,1,2,7,7,1,7,7,2,2,2,2,2,1,1,1,1,59,19,21,21,31,120,6
"120",100,19,1,1,7,2,6,"1,4,6,7",6,1,2,4,3,2,2,3,1,1,3,1,1,2,3,1,1,1,1,1,1,1,2,7,4,4,4,4,3,1,3,1,1,1,1,4,5,5,7,7,7,7,7,5,7,1,7,1,3,5,1,2,2,7,5,1,5,1,44,32,32,30,35,138,7
"121",100,19,1,5,3,2,6,"9",2,1,2,1,1,3,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,4,3,7,1,2,1,2,4,1,1,1,1,4,1,1,1,1,2,3,1,1,5,1,1,1,1,1,1,1,1,1,31,9,12,11,26,63,3
"122",100,27,1,1,4,2,1,"2,7,9",6,1,1,1,1,4,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,1,3,7,1,1,1,1,3,2,1,1,1,2,5,1,1,3,1,1,1,3,7,3,3,5,5,29,15,19,17,28,80,7
"123",100,20,1,1,7,2,6,"1,6,7,8,9",5,1,3,3,3,3,4,3,3,2,4,3,2,4,3,3,4,2,2,1,3,2,6,1,3,2,1,6,4,5,4,3,2,4,4,5,1,3,2,1,1,2,1,1,7,7,2,6,6,2,2,2,5,1,5,2,5,6,53,23,24,20,57,120,7
"124",100,26,1,1,5,2,2,"1,4,5,6,7,8,9",6,1,3,1,1,3,2,2,1,1,4,1,1,2,2,1,3,1,2,2,2,2,5,2,3,6,1,2,5,7,2,7,5,6,6,5,6,5,5,2,2,7,5,3,7,7,6,7,6,4,7,5,7,5,5,5,2,5,58,27,51,39,37,175,7
"125",100,20,1,1,3,2,6,"1,4,5,6,7,9",4,1,1,1,1,4,1,2,1,1,2,1,1,2,1,1,1,4,1,2,1,1,7,1,1,7,1,7,7,7,5,6,2,4,7,7,1,7,1,4,1,7,1,4,1,7,1,5,7,2,7,1,4,5,7,4,2,3,69,16,30,36,30,151,7
"126",100,21,1,2,3,2,6,"1,5,6,8,9",5,1,3,2,3,2,4,4,4,2,4,2,2,4,4,4,3,4,2,2,3,4,6,1,2,5,2,1,2,2,4,7,6,7,2,3,5,4,5,4,1,1,3,5,2,7,1,2,6,7,5,7,7,7,7,6,7,7,40,23,53,40,62,156,7
"127",100,55,1,1,4,1,7,"4,5",3,1,4,1,2,2,3,3,1,2,4,4,2,2,2,1,3,2,3,2,1,2,1,1,1,1,1,1,1,1,1,5,1,6,1,1,2,1,2,1,1,1,1,1,1,2,2,1,4,2,1,3,2,3,3,1,1,1,14,8,21,17,46,60,6
"128",100,44,2,1,4,4,4,"2,4,5,7,9",3,1,1,1,1,4,1,1,1,3,1,1,1,3,3,1,1,1,1,3,1,1,5,1,1,1,1,1,5,1,1,6,1,3,1,1,1,1,1,5,1,5,1,1,1,5,1,1,5,5,1,5,1,1,1,1,5,5,25,14,21,23,31,83,7
"129",100,27,1,1,5,2,1,"1,2,3,4,5,6",6,1,2,3,3,2,2,2,3,4,4,1,4,3,4,4,2,2,2,1,2,2,4,2,2,1,1,1,1,1,1,3,2,3,4,2,1,1,2,1,1,1,1,1,1,6,2,1,5,5,3,6,2,4,4,4,3,4,22,15,22,28,52,87,7
"130",100,18,2,1,3,2,6,"1,5,6,7,8,9",6,1,3,2,2,2,4,3,3,2,3,3,3,4,4,4,3,3,1,2,3,3,6,3,3,5,2,2,2,3,2,6,6,5,6,5,5,5,2,4,1,2,3,4,5,5,2,2,5,2,3,2,4,2,4,5,2,5,45,21,44,20,57,130,7
"131",100,18,1,1,3,2,3,"4,6,7,8,9",6,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,4,2,2,5,2,2,4,6,3,7,5,7,6,3,2,2,5,7,1,2,2,1,1,6,1,1,7,1,2,2,2,1,1,1,1,4,43,12,40,16,31,111,6
"132",100,18,1,1,3,2,6,"1,6,7,8",6,1,2,1,3,2,2,2,4,2,3,2,2,4,4,3,4,3,4,2,2,2,5,2,3,2,2,2,4,5,4,6,4,4,3,3,4,2,2,4,2,5,2,4,2,2,2,5,6,4,5,3,5,5,5,5,4,5,47,16,36,33,53,132,7
"134",100,27,1,5,5,2,2,"1,2,4,5,6,7,8",6,1,2,1,1,2,2,2,2,2,3,1,2,2,4,4,3,3,1,3,1,1,4,1,1,5,5,1,2,4,1,6,1,7,1,1,2,4,1,5,1,1,5,1,6,6,2,6,6,5,2,6,5,5,5,5,6,6,36,22,43,30,42,131,7
"135",100,23,1,1,3,2,2,"4,5,6,7,9",5,1,2,1,1,4,2,2,2,1,4,1,1,1,1,1,2,2,2,1,1,1,5,2,5,2,1,1,4,6,4,6,1,5,4,3,1,1,1,1,1,1,1,1,1,6,2,6,6,3,1,1,5,2,2,6,5,5,46,17,29,16,33,108,6
"136",100,18,1,1,3,2,6,"1,6,7",6,1,3,1,2,3,1,3,3,2,4,2,3,4,3,4,4,3,2,3,2,2,5,1,1,1,1,6,6,3,2,5,5,6,4,5,1,2,5,3,2,1,1,2,2,5,1,2,3,2,2,5,3,2,5,6,1,2,44,12,33,20,54,109,4
"137",100,23,1,1,4,2,4,"1,2,4,5,6,7,8",3,1,3,3,4,1,3,3,3,3,4,3,2,2,4,4,3,4,2,3,2,4,4,3,3,4,1,5,4,2,3,4,2,5,5,5,2,4,5,1,1,5,1,5,2,6,2,2,5,2,4,3,5,1,1,2,2,2,44,20,28,21,60,113,7
"138",100,19,1,1,3,2,6,"3,4,7,9",2,1,2,1,1,3,2,3,1,4,2,1,1,3,3,1,3,2,1,2,1,1,5,1,3,1,1,6,5,1,1,2,2,2,7,5,2,2,1,6,1,4,2,3,6,2,1,1,7,1,7,2,4,3,2,2,2,2,47,15,17,26,38,105,7
"139",100,20,2,2,4,2,6,"1,4,5,6,7",6,1,3,1,3,1,1,1,4,2,2,3,1,3,1,2,4,2,1,1,2,1,4,2,2,6,5,5,3,2,1,6,4,2,4,4,4,2,3,2,4,3,2,5,2,5,4,2,6,5,3,6,3,2,5,4,2,5,38,20,41,30,39,129,7
"140",100,18,1,3,3,2,6,"1,4,6,7,8",5,1,2,3,1,3,3,3,3,2,3,1,1,4,3,3,2,3,1,3,3,2,2,1,1,4,2,6,3,5,4,6,4,4,5,6,3,3,3,4,4,5,2,4,2,6,2,7,6,3,5,3,6,3,5,5,3,4,56,18,37,30,49,141,7
"141",100,29,1,2,4,2,3,"5,6,7,8",6,1,3,2,4,4,3,4,2,3,2,2,3,4,4,4,1,3,4,2,2,2,5,1,1,5,1,1,5,2,2,6,1,6,6,5,3,5,6,1,1,1,5,5,7,7,5,7,7,5,4,3,5,5,5,1,3,5,46,28,39,30,58,143,6
"142",100,45,1,1,4,1,1,"1,2,4,7",5,1,2,1,1,4,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,16,9,15,9,27,49,7
"143",100,25,1,1,4,2,1,"1,2,3,4,5,6,7,8,9",6,1,2,2,2,3,4,2,2,2,3,3,1,2,3,1,1,3,1,2,2,2,5,3,3,4,4,6,4,4,4,2,5,4,3,3,3,4,4,2,3,1,1,4,6,6,6,4,1,4,5,3,4,2,2,1,1,1,49,26,29,18,43,122,7
"144",100,18,1,1,3,5,6,"6",6,1,2,1,1,2,1,3,1,3,3,1,2,2,4,3,2,2,1,2,1,1,7,2,3,5,2,2,7,7,7,6,5,6,7,5,6,7,7,5,6,7,3,6,6,7,2,6,7,6,7,1,7,4,7,5,7,7,76,30,52,39,38,197,2
"145",100,19,1,1,3,2,6,"1,2,4,5,6,7,9",4,1,2,2,1,2,3,3,3,2,3,2,2,2,3,2,3,3,3,2,3,3,4,2,2,2,1,2,3,4,2,2,1,2,5,4,2,4,2,6,2,5,2,2,2,2,2,3,5,5,4,4,5,2,2,2,2,2,46,12,18,27,49,103,7
"146",100,40,2,1,4,1,5,"1,4,5,7,8,9",3,1,1,1,1,4,2,2,1,2,2,2,1,2,2,2,3,2,1,1,1,1,5,1,1,2,1,1,3,1,1,3,1,4,4,1,1,1,6,4,4,2,2,3,4,6,3,1,1,1,1,1,1,2,3,4,1,1,28,18,25,11,34,82,7
"147",100,33,1,1,5,2,1,"1,2,4,6,7,8,9",6,1,2,1,1,4,1,2,1,1,3,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,4,1,1,7,7,7,4,1,1,1,4,4,3,7,5,1,7,7,2,1,7,7,4,7,5,7,7,7,6,7,30,24,47,46,30,147,7
"148",100,23,1,2,4,2,6,"1,2,3,4,5,6,7,9",6,1,2,1,1,2,1,1,1,1,2,3,1,2,1,2,2,1,4,1,1,1,6,1,1,4,3,5,4,5,5,5,6,5,4,6,5,5,6,4,1,4,1,3,2,3,3,3,5,5,3,7,1,3,4,1,5,3,50,17,39,31,31,137,7
"149",100,42,1,1,5,1,4,"1,2,4,5,6,7,8",5,1,3,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,16,6,16,10,26,48,7
"150",100,31,1,1,4,2,1,"1,2,4,5,7,8,9",4,1,1,2,3,4,2,2,1,2,1,1,2,1,4,2,2,4,2,2,4,4,3,1,1,1,1,1,4,4,5,7,5,7,1,1,1,1,1,3,1,7,1,5,1,6,1,1,7,1,6,1,5,1,1,2,6,1,31,20,27,24,46,102,7
"151",100,19,1,1,3,2,6,"7",3,1,2,1,3,2,2,2,4,2,3,3,3,2,4,2,3,3,2,3,2,2,3,3,3,3,4,6,3,3,6,5,2,6,5,4,3,6,6,6,4,3,1,3,3,2,2,4,6,3,4,5,5,3,4,2,2,3,58,15,35,28,50,136,2
"152",100,22,2,1,1,2,6,"8",6,1,2,2,2,4,1,2,2,2,3,1,2,3,1,3,2,2,2,1,2,2,5,1,1,1,1,1,1,1,1,4,1,7,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,5,1,5,5,5,5,1,1,1,21,6,21,25,41,73,3
"153",100,22,2,3,3,2,6,"1,3,4,5,6,7",4,1,2,3,4,1,4,3,3,4,2,4,2,3,3,2,2,4,3,3,4,4,5,2,1,2,3,4,4,5,1,5,3,6,2,1,1,4,1,1,1,6,2,2,4,6,3,6,6,6,6,6,6,7,7,5,2,4,41,19,32,44,60,136,7
"154",100,18,5,1,3,2,6,"1,4,5,6,7,8,9",6,1,3,2,4,2,3,4,1,4,3,2,4,1,2,4,1,1,1,2,1,1,5,3,1,6,5,1,5,2,2,7,7,4,1,5,2,4,2,7,4,2,2,1,6,7,1,1,1,1,6,2,6,6,5,2,2,2,44,20,39,23,46,126,7
"155",100,35,2,1,4,1,1,"1,2,4,5,7,8,9",3,1,1,3,2,2,2,3,2,3,2,2,2,4,3,2,4,3,3,2,3,2,2,2,3,3,2,3,5,5,5,5,6,6,5,3,3,3,4,5,5,5,4,5,6,5,5,5,6,5,6,5,5,5,5,5,7,6,54,30,44,37,50,165,7
"156",100,24,2,1,5,2,2,"1,2,4,5,8,9",5,1,1,1,1,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,2,5,3,1,1,1,3,1,1,1,1,4,4,1,1,5,4,5,4,4,4,4,1,1,2,28,12,14,27,26,81,7
"157",100,33,2,1,4,1,1,"1,2,4,5,6,7,8,9",6,1,1,1,1,4,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,3,1,1,2,2,1,4,2,1,5,3,5,2,1,4,4,2,2,1,3,2,2,5,5,5,1,6,6,6,6,5,6,5,5,5,4,28,23,34,38,29,123,7
"158",100,26,1,1,3,2,1,"1,2,4,5,6,7,8,9",6,1,3,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,3,4,4,4,2,5,5,5,5,6,3,7,3,1,5,4,5,2,1,1,1,6,5,6,5,4,5,6,6,7,4,3,2,3,4,2,46,30,38,30,30,144,7
"159",100,26,1,2,4,2,1,"1,2,3,4,5,6,7,8,9",6,1,2,1,2,3,1,3,1,1,1,1,1,2,2,1,1,3,2,1,1,1,5,1,1,2,1,1,5,5,2,6,5,7,4,1,1,2,5,3,1,4,2,5,6,6,5,5,3,3,4,6,2,5,6,5,2,4,37,25,38,31,31,131,7
"160",100,49,1,1,4,1,4,"1,2,9",3,1,1,1,1,4,1,3,3,2,2,1,1,2,1,1,2,2,1,3,2,3,2,1,2,1,2,1,2,3,3,5,2,6,6,7,2,5,2,4,2,2,2,1,1,2,2,1,2,2,2,7,2,5,3,2,1,2,40,8,26,23,37,97,5
"161",100,32,2,1,3,1,4,"2,4,5,6,7,8,9",2,1,1,1,1,4,2,3,2,1,1,1,1,2,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,6,5,5,1,6,3,1,1,1,1,1,1,1,1,1,6,5,2,2,1,1,1,4,3,5,26,8,26,18,33,78,7
"162",100,23,2,1,4,2,3,"1,3,4,5,6,7,8,9",6,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,5,1,2,1,1,3,5,5,1,5,2,5,4,1,1,4,1,1,1,2,1,1,1,5,1,1,2,2,5,6,5,1,1,5,2,2,38,11,24,19,26,92,7
"163",100,38,1,6,5,2,1,"2",5,1,2,1,1,3,1,2,1,1,4,1,1,2,1,3,1,2,1,1,1,1,3,1,3,1,1,1,3,1,1,1,5,6,2,1,3,1,5,2,1,5,1,3,1,6,1,3,5,5,6,2,3,3,3,3,4,4,25,16,30,29,31,100,1
"164",100,61,2,1,4,1,7,"4,6,7,8,9",4,1,2,3,1,3,2,2,2,3,2,1,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,13,6,12,11,36,42,6
"165",100,50,2,1,2,1,7,"2,4,5,6,7,8,9",4,1,1,3,3,4,1,1,2,1,1,1,2,2,3,1,2,2,4,3,1,1,4,1,1,4,2,3,5,6,4,6,4,7,6,2,1,3,1,1,1,6,5,4,5,6,3,5,7,5,6,4,6,6,5,6,4,2,47,23,38,39,39,147,7
"166",100,53,2,1,5,1,1,"1,2,4,5,7,8",3,1,2,1,1,4,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,6,1,1,2,2,6,2,6,4,5,1,4,2,2,1,5,1,5,2,5,1,2,3,5,6,2,5,6,2,5,1,5,31,15,36,29,28,111,7
"167",100,50,2,1,4,1,4,"2,4,5,6,7",2,1,2,1,1,3,1,2,3,3,1,2,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6,15,7,33,41,7
"168",100,53,2,1,4,1,7,"4,5,6,7",4,1,2,1,1,4,1,2,2,2,1,1,1,2,1,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,7,2,5,1,1,1,4,1,1,1,5,1,1,1,2,2,1,5,1,5,1,2,1,1,5,6,2,18,13,26,19,32,76,6
"169",100,20,1,1,4,2,6,"1,7,8,9",4,1,2,1,1,4,4,3,1,1,2,1,1,1,3,2,3,1,3,2,1,1,5,1,5,1,3,1,6,6,1,2,1,2,6,2,1,1,1,4,1,1,1,1,6,6,2,1,6,2,1,1,5,4,1,3,5,1,44,21,16,16,38,97,7
"170",100,54,1,1,4,1,4,"1,2,3,4,5,7,9",5,1,3,3,2,4,1,2,1,2,4,1,1,2,2,1,3,2,2,2,3,3,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,5,1,1,3,3,1,2,1,2,1,1,1,4,16,10,16,13,44,55,7
"171",100,42,2,1,5,1,1,"1,2,4,5,7,9",6,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,4,1,1,1,1,1,1,1,19,6,14,21,26,60,7
"172",100,48,2,1,4,2,1,"1,2,4,5,6,7,8,9",3,1,2,1,1,3,1,1,3,2,1,1,1,3,4,1,1,1,1,2,1,1,2,1,1,1,1,3,1,4,2,3,2,4,1,1,1,2,1,2,2,1,1,1,2,3,3,4,5,1,1,3,2,1,1,5,5,2,27,15,21,13,32,76,7
